feature SHAP_val importance
dn_p90 0.005958855152130127 0.0043783532
dn_p75 0.00845983438193798 0.007975124
dn_p50 0.005662852432578802 0.006542914
dn_mean 0.004623818676918745 0.017979242
dn_p25 0.013694019988179207 0.010250281
dn_p10 0.0029266146011650562 0.004700467
dn_std 0.0096256323158741 0.004476295
dn_num 0.00421121483668685 0.003313824
dn_sum 0.005671760067343712 0.0049195667
dp_p90 0.014255879446864128 0.012224197
dp_p75 0.055999092757701874 0.25804916
dp_p50 0.021879535168409348 0.13287312
dp_mean 0.04030894860625267 0.3218201
dp_p25 0.007827410474419594 0.0056355624
dp_p10 0.010481838136911392 0.0058996435
dp_std 0.01855512149631977 0.012579462
dp_num 0.010950788855552673 0.026235912
dp_sum 0.009798398241400719 0.008835771
cur_p90 0.035542309284210205 0.064836584
cur_p75 0.01696566678583622 0.03646708
cur_p50 0.010264292359352112 0.011274471
cur_mean 0.006917996797710657 0.01652417
cur_p25 0.005333467852324247 0.0055619427
cur_p10 0.004727913066744804 0.004475161
cur_std 0.009046555496752262 0.004826675
cur_num 0.002364528365433216 0.003535335
cur_sum 0.006210118066519499 0.0038094819
