feature SHAP_val importance
dn_p90 0.016594428569078445 0.07785232
dn_p75 0.006510983221232891 0.039999053
dn_p50 0.002689869375899434 0.007351538
dn_mean 0.03795783594250679 0.4077424
dn_p25 0.004025896079838276 0.010120362
dn_p10 0.0030093553941696882 0.0077689006
dn_std 0.009809182956814766 0.020634629
dn_num 0.0014404944377020001 0.0066592745
dn_sum 0.0018985215574502945 0.007994206
dp_p90 0.010818084701895714 0.019106813
dp_p75 0.009569182060658932 0.034486223
dp_p50 0.0023627651389688253 0.007320558
dp_mean 0.004587423522025347 0.013646729
dp_p25 0.0014199522556737065 0.0055706818
dp_p10 0.00228061992675066 0.0076624015
dp_std 0.019896283745765686 0.066402085
dp_num 0.01597617194056511 0.062074423
dp_sum 0.0030233729630708694 0.0069453246
cur_p90 0.003839980810880661 0.008781166
cur_p75 0.003185474080964923 0.009040988
cur_p50 0.0039332048036158085 0.00827942
cur_mean 0.002028785180300474 0.011747557
cur_p25 0.011610034853219986 0.020866875
cur_p10 0.0091369254514575 0.01570386
cur_std 0.03825855627655983 0.052374877
cur_num 0.01136102993041277 0.03898791
cur_sum 0.0130816251039505 0.02487933
