feature SHAP_val importance
dn_p90 0.009204113855957985 0.011709245
dn_p75 0.002364564221352339 0.0048828553
dn_p50 0.0036200040485709906 0.004567634
dn_mean 0.002814512699842453 0.009623921
dn_p25 0.0030158176086843014 0.0046289703
dn_p10 0.0019645672291517258 0.002373552
dn_std 0.007659283000975847 0.008753819
dn_num 0.016755495220422745 0.07011417
dn_sum 0.023607319220900536 0.041799664
dp_p90 0.06150975078344345 0.22764938
dp_p75 0.0044072410091757774 0.012802014
dp_p50 0.001504644867964089 0.0024753995
dp_mean 0.050810884684324265 0.50677466
dp_p25 0.001738168764859438 0.0022308691
dp_p10 0.0035947756841778755 0.0026150486
dp_std 0.003063036361709237 0.0038957647
dp_num 0.001467789406888187 0.0017735797
dp_sum 0.02291099727153778 0.040812925
cur_p90 0.008703457191586494 0.0053238748
cur_p75 0.00265760300680995 0.0041089086
cur_p50 0.0039543393068015575 0.004540856
cur_mean 0.006388195790350437 0.00973955
cur_p25 0.005247301422059536 0.0059634186
cur_p10 0.004587975330650806 0.0040941904
cur_std 0.002923093969002366 0.0022839494
cur_num 0.001573663903400302 0.002191449
cur_sum 0.002334100427106023 0.002270193
