feature SHAP_val importance
dn_p90 0.018734201788902283 0.04809391
dn_p75 0.0087015051394701 0.033854827
dn_p50 0.009889782406389713 0.015410572
dn_mean 0.06904017925262451 0.40919304
dn_p25 0.01075538620352745 0.017577065
dn_p10 0.016168685629963875 0.01157695
dn_std 0.015702538192272186 0.018013015
dn_num 0.03315969556570053 0.016196687
dn_sum 0.026187321171164513 0.051896244
dp_p90 0.007628653664141893 0.011949735
dp_p75 0.009450389072299004 0.0046807793
dp_p50 0.0032494799233973026 0.0075323517
dp_mean 0.00983081292361021 0.07711655
dp_p25 0.005815477110445499 0.015528791
dp_p10 0.021033072844147682 0.07949591
dp_std 0.01637500897049904 0.01620509
dp_num 0.038833558559417725 0.020504562
dp_sum 0.038126394152641296 0.048949357
cur_p90 0.0067611257545650005 0.011450315
cur_p75 0.01197416614741087 0.009090007
cur_p50 0.008191188797354698 0.004788393
cur_mean 0.006686061155050993 0.01633347
cur_p25 0.008351112715899944 0.008497221
cur_p10 0.00970371812582016 0.006872935
cur_std 0.02303735353052616 0.02556391
cur_num 0.00731278583407402 0.006078203
cur_sum 0.006098310463130474 0.007550063
