feature SHAP_val importance
dn_p90 0.0025859507732093334 0.0068857996
dn_p75 0.005268721375614405 0.023009168
dn_p50 0.002215364947915077 0.0048984294
dn_mean 0.005774837452918291 0.04974284
dn_p25 0.0017086777370423079 0.0036676342
dn_p10 0.0029387674294412136 0.0038930846
dn_std 0.005557333119213581 0.010388729
dn_num 0.006115997210144997 0.014958844
dn_sum 0.008848925121128559 0.0111515615
dp_p90 0.03713874891400337 0.10039904
dp_p75 0.00387203530408442 0.008522303
dp_p50 0.003457656130194664 0.006236581
dp_mean 0.03568297252058983 0.46186593
dp_p25 0.0018564447527751327 0.0024608527
dp_p10 0.002495123539119959 0.0030982282
dp_std 0.00730337668210268 0.0070103146
dp_num 0.0015018691774457693 0.008025617
dp_sum 0.012828794308006763 0.024275016
cur_p90 0.019138922914862633 0.048988577
cur_p75 0.016064036637544632 0.05458363
cur_p50 0.006987986620515585 0.007472087
cur_mean 0.011346446350216866 0.038644582
cur_p25 0.019032079726457596 0.05493696
cur_p10 0.00800920557230711 0.010935491
cur_std 0.008684310130774975 0.007590829
cur_num 0.007533300668001175 0.017884638
cur_sum 0.004602272529155016 0.00847321
