feature SHAP_val importance
dn_p90 0.0031111701391637325 0.0053090574
dn_p75 0.009091745130717754 0.016700085
dn_p50 0.004851377569139004 0.013234108
dn_mean 0.006630305200815201 0.008001487
dn_p25 0.015175919979810715 0.01208722
dn_p10 0.006854451727122068 0.007004046
dn_std 0.010759594850242138 0.006413786
dn_num 0.012891467660665512 0.012234121
dn_sum 0.015974588692188263 0.01845107
dp_p90 0.018896447494626045 0.07609732
dp_p75 0.011460472829639912 0.0067456006
dp_p50 0.005904152523726225 0.0054365806
dp_mean 0.030475249513983727 0.41348478
dp_p25 0.008206268772482872 0.0068050893
dp_p10 0.006068228278309107 0.0059375144
dp_std 0.026130156591534615 0.05085684
dp_num 0.008903262205421925 0.020632045
dp_sum 0.025371847674250603 0.033064123
cur_p90 0.013634679839015007 0.019274542
cur_p75 0.02915121056139469 0.09694819
cur_p50 0.0073701124638319016 0.005912116
cur_mean 0.014410438947379589 0.09189384
cur_p25 0.015244207344949245 0.02039923
cur_p10 0.017312265932559967 0.021021558
cur_std 0.018561866134405136 0.009262139
cur_num 0.005352197214961052 0.0047748885
cur_sum 0.008536052890121937 0.012018608
