feature SHAP_val importance
dn_p90 0.0033477700781077147 0.0051544094
dn_p75 0.0026318980380892754 0.003334752
dn_p50 0.002128852531313896 0.0021719483
dn_mean 0.00278176786378026 0.0047071204
dn_p25 0.003193917451426387 0.0021136277
dn_p10 0.0038106644060462713 0.0021934756
dn_std 0.004906125366687775 0.0041606007
dn_num 0.003437109524384141 0.0058281855
dn_sum 0.02090703696012497 0.028172458
dp_p90 0.030338438227772713 0.09460153
dp_p75 0.02130092866718769 0.09677165
dp_p50 0.004248315468430519 0.009605571
dp_mean 0.05912962555885315 0.551124
dp_p25 0.004172026179730892 0.004046502
dp_p10 0.005868364125490189 0.0024381294
dp_std 0.004214589949697256 0.0024452282
dp_num 0.0011548908660188317 0.001945971
dp_sum 0.03208646550774574 0.031803485
cur_p90 0.02099607139825821 0.014150401
cur_p75 0.005615894217044115 0.007579634
cur_p50 0.013757581822574139 0.02164848
cur_mean 0.04160378500819206 0.09002077
cur_p25 0.00328570487909019 0.003556604
cur_p10 0.004984637256711721 0.0032802962
cur_std 0.004449629224836826 0.0029448397
cur_num 0.0021445455495268106 0.0018260074
cur_sum 0.0031047428492456675 0.002374225
