feature SHAP_val importance
dn_p90 0.0024636953603476286 0.0042294497
dn_p75 0.0024497329723089933 0.0032632358
dn_p50 0.014006180688738823 0.010142966
dn_mean 0.0038940950762480497 0.010028622
dn_p25 0.018410570919513702 0.026366461
dn_p10 0.0036395774222910404 0.0021257715
dn_std 0.006247596815228462 0.0033642168
dn_num 0.012584771029651165 0.004153829
dn_sum 0.020739369094371796 0.02015409
dp_p90 0.004085852764546871 0.002525323
dp_p75 0.004043938126415014 0.0051846104
dp_p50 0.0028768694028258324 0.0041138567
dp_mean 0.07456863671541214 0.5859109
dp_p25 0.004540401976555586 0.004636535
dp_p10 0.009018895216286182 0.0038900168
dp_std 0.004506024532020092 0.0027771736
dp_num 0.01095143985003233 0.006098329
dp_sum 0.043591249734163284 0.03761823
cur_p90 0.0629589632153511 0.17395172
cur_p75 0.0033002463169395924 0.004705385
cur_p50 0.014867136254906654 0.023449417
cur_mean 0.020512009039521217 0.03741983
cur_p25 0.006322077475488186 0.008299518
cur_p10 0.009114347398281097 0.004566158
cur_std 0.013806859962642193 0.007151752
cur_num 0.003762098029255867 0.001360961
cur_sum 0.0016597555950284004 0.0025116361
