feature SHAP_val importance
dn_p90 0.00658317469060421 0.012882169
dn_p75 0.0074323262088000774 0.014164636
dn_p50 0.007690988946706057 0.012921741
dn_mean 0.014102274551987648 0.03783868
dn_p25 0.003397275460883975 0.0053337784
dn_p10 0.0045530833303928375 0.004452892
dn_std 0.0034073300193995237 0.004156823
dn_num 0.006060562562197447 0.0066848123
dn_sum 0.0038528917357325554 0.0033789622
dp_p90 0.004934989847242832 0.0057251733
dp_p75 0.0050639500841498375 0.0056619877
dp_p50 0.028338860720396042 0.06509317
dp_mean 0.011268182657659054 0.028227482
dp_p25 0.010032903403043747 0.011549792
dp_p10 0.01811886951327324 0.01729543
dp_std 0.006443876773118973 0.010760753
dp_num 0.009965278208255768 0.017653849
dp_sum 0.10428224503993988 0.5566022
cur_p90 0.004798401612788439 0.0045453007
cur_p75 0.007071018684655428 0.006126843
cur_p50 0.01656082458794117 0.015052415
cur_mean 0.003344032447785139 0.005937231
cur_p25 0.04697719216346741 0.10386122
cur_p10 0.019585536792874336 0.0213436
cur_std 0.012861605733633041 0.010076458
cur_num 0.0038398581091314554 0.00634039
cur_sum 0.007959443144500256 0.006332283
