feature SHAP_val importance
dn_p90 0.01298210397362709 0.032011267
dn_p75 0.03114158660173416 0.14314897
dn_p50 0.05306472256779671 0.3342615
dn_mean 0.0069883763790130615 0.0508856
dn_p25 0.004392069764435291 0.015763504
dn_p10 0.006238440051674843 0.012320943
dn_std 0.00900517962872982 0.013126551
dn_num 0.008108211681246758 0.022793584
dn_sum 0.0026729826349765062 0.007453407
dp_p90 0.016126835718750954 0.02358
dp_p75 0.0125031229108572 0.014087331
dp_p50 0.008462823927402496 0.013609841
dp_mean 0.0031973752193152905 0.01830484
dp_p25 0.008725548163056374 0.012580009
dp_p10 0.0038646699395030737 0.01116594
dp_std 0.014196368865668774 0.025164338
dp_num 0.020670710131525993 0.063827075
dp_sum 0.011446638964116573 0.018481392
cur_p90 0.007792222313582897 0.021109644
cur_p75 0.016315951943397522 0.015658174
cur_p50 0.0065819015726447105 0.014835946
cur_mean 0.007978524081408978 0.015506979
cur_p25 0.014266959391534328 0.02164059
cur_p10 0.006173707079142332 0.014769034
cur_std 0.007295714691281319 0.015414914
cur_num 0.013785815797746181 0.03638997
cur_sum 0.0056023928336799145 0.012108686
