feature SHAP_val importance
dn_p90 0.010169350542128086 0.011520291
dn_p75 0.012436381541192532 0.031041374
dn_p50 0.00758906826376915 0.007845539
dn_mean 0.0039162118919193745 0.0074618445
dn_p25 0.009806214831769466 0.008816258
dn_p10 0.00744714867323637 0.0034018848
dn_std 0.016401180997490883 0.0059435954
dn_num 0.023623237386345863 0.0178268
dn_sum 0.026817072182893753 0.025624573
dp_p90 0.013835198245942593 0.011389317
dp_p75 0.005810546223074198 0.006432719
dp_p50 0.022997768595814705 0.12157084
dp_mean 0.07341664284467697 0.5856519
dp_p25 0.018723562359809875 0.036851
dp_p10 0.004596640355885029 0.0038947244
dp_std 0.007446847390383482 0.0075454866
dp_num 0.014850875362753868 0.0144588
dp_sum 0.030394747853279114 0.024902944
cur_p90 0.009530178271234035 0.0080873985
cur_p75 0.010920935310423374 0.01130139
cur_p50 0.01147611066699028 0.006880765
cur_mean 0.00963926687836647 0.016570015
cur_p25 0.00913978274911642 0.008090051
cur_p10 0.0039286124520003796 0.002884091
cur_std 0.011807357892394066 0.004186858
cur_num 0.0048967767506837845 0.0029993218
cur_sum 0.006500328425318003 0.006820185
