feature SHAP_val importance
dn_p90 0.004571039695292711 0.010106625
dn_p75 0.005014961585402489 0.012763126
dn_p50 0.00333652226254344 0.0073112505
dn_mean 0.0027903702575713396 0.0156088425
dn_p25 0.003505084430798888 0.007110058
dn_p10 0.0031204442493617535 0.0063234884
dn_std 0.007813961245119572 0.0144151915
dn_num 0.009327679872512817 0.015893852
dn_sum 0.008784598670899868 0.013310709
dp_p90 0.01216015312820673 0.027447121
dp_p75 0.028018638491630554 0.18163995
dp_p50 0.004189069848507643 0.01011825
dp_mean 0.024859530851244926 0.34104863
dp_p25 0.002709278604015708 0.0072102365
dp_p10 0.005088565405458212 0.0068481634
dp_std 0.003999000880867243 0.0076716314
dp_num 0.0026214320678263903 0.014804013
dp_sum 0.03315841034054756 0.11097638
cur_p90 0.010092118754982948 0.011267467
cur_p75 0.004539498593658209 0.010431816
cur_p50 0.00862868968397379 0.018767172
cur_mean 0.00930165033787489 0.03403189
cur_p25 0.02593427710235119 0.056384385
cur_p10 0.01303253322839737 0.022843322
cur_std 0.007484900299459696 0.011633787
cur_num 0.004821399226784706 0.012439661
cur_sum 0.008064589463174343 0.011593043
