feature SHAP_val importance
dn_p90 0.010334763675928116 0.02160526
dn_p75 0.021493220701813698 0.12329027
dn_p50 0.014824380166828632 0.08162204
dn_mean 0.009003650397062302 0.025747132
dn_p25 0.012775035575032234 0.049423587
dn_p10 0.013741407543420792 0.041026786
dn_std 0.01761162281036377 0.02540738
dn_num 0.011078565381467342 0.050882205
dn_sum 0.014015799388289452 0.02952192
dp_p90 0.007558598183095455 0.023168549
dp_p75 0.009239908307790756 0.038286947
dp_p50 0.022399509325623512 0.027430976
dp_mean 0.007408936507999897 0.10275143
dp_p25 0.008103126659989357 0.015127048
dp_p10 0.007937648333609104 0.02449541
dp_std 0.00572775024920702 0.016304187
dp_num 0.013794961385428905 0.042178635
dp_sum 0.009075276553630829 0.018667277
cur_p90 0.0030867697205394506 0.0156049915
cur_p75 0.005945561453700066 0.017233152
cur_p50 0.02917235717177391 0.034147378
cur_mean 0.004891904536634684 0.01682005
cur_p25 0.018656697124242783 0.038072832
cur_p10 0.01663448102772236 0.031259965
cur_std 0.0289399903267622 0.027604641
cur_num 0.012518012896180153 0.03312455
cur_sum 0.01322324201464653 0.029195387
