feature SHAP_val importance
dn_p90 0.005464321002364159 0.0032983206
dn_p75 0.007036079652607441 0.0058305515
dn_p50 0.00811744388192892 0.01750939
dn_mean 0.02184109017252922 0.086481474
dn_p25 0.00603713933378458 0.003557689
dn_p10 0.006079073529690504 0.0005375716
dn_std 0.011411362327635288 0.0015685831
dn_num 0.02134191244840622 0.0030103903
dn_sum 0.01490918081253767 0.013710443
dp_p90 0.013251167722046375 0.007492171
dp_p75 0.008573919534683228 0.010452001
dp_p50 0.0028987890109419823 0.0037958827
dp_mean 0.12670423090457916 0.8092216
dp_p25 0.002421362791210413 0.00025318295
dp_p10 0.007789165712893009 0.000632969
dp_std 0.005069056525826454 0.00083420496
dp_num 0.00857620034366846 0.0004920716
dp_sum 0.01466230396181345 0.0037806449
cur_p90 0.026174692437052727 0.00776002
cur_p75 0.016146624460816383 0.004285826
cur_p50 0.003031147178262472 0.0005122084
cur_mean 0.0009784502908587456 0.00025723202
cur_p25 0.00199676351621747 0.0006271386
cur_p10 0.005311870016157627 0.0003040782
cur_std 0.04497462138533592 0.01324119
cur_num 0.0009284003754146397 0.00014843211
cur_sum 0.006821163929998875 0.00040467843
