feature SHAP_val importance
dn_p90 0.07638546079397202 0.3712147
dn_p75 0.017357006669044495 0.14688298
dn_p50 0.00416153110563755 0.009139671
dn_mean 0.008177359588444233 0.029493958
dn_p25 0.005075229797512293 0.0095834015
dn_p10 0.0045334878377616405 0.009880967
dn_std 0.0041072070598602295 0.009886784
dn_num 0.004119367338716984 0.010441353
dn_sum 0.03140753507614136 0.084744476
dp_p90 0.021420832723379135 0.058463775
dp_p75 0.0072987694293260574 0.009756011
dp_p50 0.003950799815356731 0.006577617
dp_mean 0.004696146119385958 0.022468362
dp_p25 0.006550824735313654 0.008412343
dp_p10 0.007634902838617563 0.007838301
dp_std 0.012973537668585777 0.017689792
dp_num 0.020138725638389587 0.04990819
dp_sum 0.020483413711190224 0.018171428
cur_p90 0.008440393023192883 0.01614124
cur_p75 0.005078293848782778 0.008179396
cur_p50 0.005409323610365391 0.007395657
cur_mean 0.003890593536198139 0.01855536
cur_p25 0.0030522507149726152 0.0064513264
cur_p10 0.008619430474936962 0.00937964
cur_std 0.029994282871484756 0.022974625
cur_num 0.006705190986394882 0.019200781
cur_sum 0.005936609115451574 0.011167885
