feature SHAP_val importance
dn_p90 0.004023631103336811 0.009492943
dn_p75 0.006041964516043663 0.016075864
dn_p50 0.013950989581644535 0.06216684
dn_mean 0.004553501959890127 0.036147654
dn_p25 0.025642449036240578 0.04046407
dn_p10 0.007997596636414528 0.018026115
dn_std 0.010415361262857914 0.014642803
dn_num 0.0413358174264431 0.16599774
dn_sum 0.05078602582216263 0.14843415
dp_p90 0.005057310685515404 0.011946411
dp_p75 0.008042530156672001 0.0070509883
dp_p50 0.013711433857679367 0.013534335
dp_mean 0.01591266319155693 0.098746926
dp_p25 0.0035322867333889008 0.0069956863
dp_p10 0.004057429265230894 0.006120358
dp_std 0.03721915930509567 0.06297381
dp_num 0.03149406611919403 0.06743072
dp_sum 0.040898602455854416 0.078481145
cur_p90 0.005550771951675415 0.0066120103
cur_p75 0.004138442222028971 0.008349187
cur_p50 0.007525561843067408 0.015268639
cur_mean 0.0026747998781502247 0.01352628
cur_p25 0.003270428627729416 0.011638745
cur_p10 0.0052698953077197075 0.0123513555
cur_std 0.03696054592728615 0.027671618
cur_num 0.01335858553647995 0.031997185
cur_sum 0.006678780075162649 0.007856429
