feature SHAP_val importance
dn_p90 0.0036883032880723476 0.008031017
dn_p75 0.007609237916767597 0.0068157623
dn_p50 0.004008137620985508 0.006718259
dn_mean 0.0018627457320690155 0.005198901
dn_p25 0.005262808874249458 0.005715626
dn_p10 0.004378840327262878 0.00702313
dn_std 0.009844973683357239 0.012383702
dn_num 0.03529774770140648 0.0547167
dn_sum 0.017615146934986115 0.020117974
dp_p90 0.009992065839469433 0.0111329155
dp_p75 0.008232359774410725 0.012897428
dp_p50 0.012070542201399803 0.0228151
dp_mean 0.003520108060911298 0.012233315
dp_p25 0.009575138799846172 0.0635356
dp_p10 0.008173160254955292 0.021973494
dp_std 0.014148123562335968 0.01847869
dp_num 0.011361444368958473 0.014134458
dp_sum 0.007168213836848736 0.011548555
cur_p90 0.005434403195977211 0.0056163366
cur_p75 0.04362250119447708 0.26943052
cur_p50 0.07541094720363617 0.3573332
cur_mean 0.0017265743808820844 0.008080247
cur_p25 0.01461346261203289 0.012636207
cur_p10 0.007024223916232586 0.00828602
cur_std 0.010004277341067791 0.009459342
cur_num 0.0048401146195828915 0.0069110435
cur_sum 0.0033078358974307775 0.006776515
