feature SHAP_val importance
dn_p90 0.01668812334537506 0.049988028
dn_p75 0.005567855667322874 0.026953656
dn_p50 0.0064870091155171394 0.027731916
dn_mean 0.01699991524219513 0.16507888
dn_p25 0.004236309789121151 0.015805045
dn_p10 0.004336779937148094 0.015272547
dn_std 0.006053637713193893 0.022803457
dn_num 0.0031803222373127937 0.0376234
dn_sum 0.004541294649243355 0.020174751
dp_p90 0.008899088948965073 0.035870068
dp_p75 0.006294147111475468 0.04495722
dp_p50 0.004013981204479933 0.024761263
dp_mean 0.015866022557020187 0.12992878
dp_p25 0.004023115616291761 0.014546904
dp_p10 0.003956369124352932 0.01575727
dp_std 0.004026487935334444 0.024581831
dp_num 0.005791794043034315 0.045168493
dp_sum 0.0027849546167999506 0.017517455
cur_p90 0.0035567961167544127 0.014567715
cur_p75 0.004565453622490168 0.016069433
cur_p50 0.009610271081328392 0.019155756
cur_mean 0.0031648031435906887 0.017528208
cur_p25 0.00792362354695797 0.023474691
cur_p10 0.01801323890686035 0.038897246
cur_std 0.02221486158668995 0.047119457
cur_num 0.009791224263608456 0.06222812
cur_sum 0.00958170834928751 0.026438428
