feature SHAP_val importance
dn_p90 0.0026900863740593195 0.003117889
dn_p75 0.004585234448313713 0.004589166
dn_p50 0.015764568001031876 0.03146605
dn_mean 0.006116065196692944 0.023185551
dn_p25 0.01218053326010704 0.019468045
dn_p10 0.008344307541847229 0.008470093
dn_std 0.004501969087868929 0.003976395
dn_num 0.011617515236139297 0.008866982
dn_sum 0.005698727443814278 0.004489006
dp_p90 0.004850002005696297 0.003599587
dp_p75 0.005014718510210514 0.009028004
dp_p50 0.014711542055010796 0.058584355
dp_mean 0.0016461126506328583 0.0037122841
dp_p25 0.08572053164243698 0.29957855
dp_p10 0.026420244947075844 0.018510656
dp_std 0.014858962036669254 0.008650205
dp_num 0.027409762144088745 0.03497194
dp_sum 0.026255300268530846 0.05167145
cur_p90 0.00431019114330411 0.005482501
cur_p75 0.00919768400490284 0.006163765
cur_p50 0.059671394526958466 0.2807137
cur_mean 0.002155627589672804 0.0045114127
cur_p25 0.028927627950906754 0.06603045
cur_p10 0.014286979101598263 0.01379881
cur_std 0.022165561094880104 0.01845166
cur_num 0.003993489313870668 0.0050191684
cur_sum 0.003955503460019827 0.0038923156
