feature SHAP_val importance
dn_p90 0.0038254556711763144 0.0025108464
dn_p75 0.003305806778371334 0.003731743
dn_p50 0.0019775130786001682 0.01038368
dn_mean 0.005089286714792252 0.019753091
dn_p25 0.015238873660564423 0.03134615
dn_p10 0.006827667821198702 0.006688933
dn_std 0.009565786458551884 0.0035048784
dn_num 0.0560593344271183 0.022121869
dn_sum 0.014033890329301357 0.018859835
dp_p90 0.005828274879604578 0.009725153
dp_p75 0.06075749173760414 0.37826526
dp_p50 0.05224157124757767 0.24662197
dp_mean 0.030175138264894485 0.11697831
dp_p25 0.019971640780568123 0.047951568
dp_p10 0.0033480532001703978 0.003515253
dp_std 0.007237290497869253 0.0054767192
dp_num 0.03297103941440582 0.009076973
dp_sum 0.035252269357442856 0.023615016
cur_p90 0.003011168912053108 0.005243792
cur_p75 0.00391004653647542 0.006396863
cur_p50 0.0054741292260587215 0.004366959
cur_mean 0.0037256425712257624 0.0025590744
cur_p25 0.010653907433152199 0.0047906637
cur_p10 0.009958185255527496 0.00653762
cur_std 0.0032950204331427813 0.003232161
cur_num 0.0013412501430138946 0.003210803
cur_sum 0.0013167117722332478 0.0035347422
