feature SHAP_val importance
dn_p90 0.007968174293637276 0.016907686
dn_p75 0.015610172413289547 0.055438135
dn_p50 0.022152511402964592 0.13597539
dn_mean 0.006353684235364199 0.025901943
dn_p25 0.03369688242673874 0.1341956
dn_p10 0.007306409999728203 0.017576076
dn_std 0.013172061182558537 0.018993465
dn_num 0.04352307692170143 0.081879795
dn_sum 0.01855483651161194 0.043613914
dp_p90 0.009884838946163654 0.015437187
dp_p75 0.011312163434922695 0.01515538
dp_p50 0.009833351708948612 0.014595427
dp_mean 0.009946915321052074 0.03186338
dp_p25 0.013848108239471912 0.024709688
dp_p10 0.007562818471342325 0.014387526
dp_std 0.006638793274760246 0.017410487
dp_num 0.03745226562023163 0.05689894
dp_sum 0.02490639127790928 0.05499339
cur_p90 0.007400284521281719 0.020011539
cur_p75 0.008583052083849907 0.022783844
cur_p50 0.009996874257922173 0.020999372
cur_mean 0.010357699356973171 0.026701162
cur_p25 0.01255495473742485 0.022674516
cur_p10 0.016080664470791817 0.025206352
cur_std 0.016978560015559196 0.0277922
cur_num 0.0281563401222229 0.03130598
cur_sum 0.013928375206887722 0.026591653
