feature SHAP_val importance
dn_p90 0.005120272748172283 0.0049746907
dn_p75 0.003722365014255047 0.0029629245
dn_p50 0.00457031512632966 0.003676771
dn_mean 0.0014645119663327932 0.0032123094
dn_p25 0.0026136303786188364 0.0033167482
dn_p10 0.0038301688618957996 0.0031841905
dn_std 0.005711968056857586 0.0060202116
dn_num 0.0063394843600690365 0.016491113
dn_sum 0.008131570182740688 0.013075586
dp_p90 0.03583918511867523 0.06517221
dp_p75 0.0054816012270748615 0.007110921
dp_p50 0.003750820877030492 0.0038442004
dp_mean 0.09414190798997879 0.6857648
dp_p25 0.0035398313775658607 0.0033269788
dp_p10 0.0035841590724885464 0.0031441678
dp_std 0.011240453459322453 0.0061356
dp_num 0.0008274622960016131 0.0030145803
dp_sum 0.004931510426104069 0.005848024
cur_p90 0.00717520946636796 0.00395824
cur_p75 0.004809184465557337 0.004531295
cur_p50 0.007208165246993303 0.015937962
cur_mean 0.028375942260026932 0.08707096
cur_p25 0.01101794932037592 0.008404849
cur_p10 0.008913006633520126 0.008708776
cur_std 0.007468345575034618 0.00395349
cur_num 0.011718235909938812 0.010825544
cur_sum 0.01623077318072319 0.01633286
