feature SHAP_val importance
dn_p90 0.003918157424777746 0.0071042525
dn_p75 0.002949184738099575 0.005834119
dn_p50 0.0028269407339394093 0.005062033
dn_mean 0.0013663771096616983 0.0049649603
dn_p25 0.005248122848570347 0.0053484123
dn_p10 0.003510890295729041 0.005025386
dn_std 0.01375176664441824 0.015882306
dn_num 0.03918244317173958 0.087105274
dn_sum 0.007459015119820833 0.011735112
dp_p90 0.1001916453242302 0.5180422
dp_p75 0.004174223635345697 0.0076900916
dp_p50 0.0033687553368508816 0.011079495
dp_mean 0.014805127866566181 0.14829767
dp_p25 0.004245043266564608 0.006977831
dp_p10 0.0031910024117678404 0.0055985227
dp_std 0.006064476445317268 0.00861385
dp_num 0.00152537040412426 0.0053727627
dp_sum 0.04397912323474884 0.070345044
cur_p90 0.00609122309833765 0.008149517
cur_p75 0.003536566160619259 0.0065398556
cur_p50 0.007354351691901684 0.008059938
cur_mean 0.004285119939595461 0.00814313
cur_p25 0.005285024642944336 0.00876126
cur_p10 0.008393724448978901 0.008962295
cur_std 0.0041769095696508884 0.007043548
cur_num 0.004575647413730621 0.007760833
cur_sum 0.0032402651850134134 0.0065002902
