feature SHAP_val importance
dn_p90 0.007816456258296967 0.017244747
dn_p75 0.007298694923520088 0.013101351
dn_p50 0.009914755821228027 0.021203237
dn_mean 0.0045176176354289055 0.022591075
dn_p25 0.009847749955952168 0.016797194
dn_p10 0.011997693218290806 0.0096712215
dn_std 0.011483424343168736 0.011377763
dn_num 0.032755088061094284 0.024309423
dn_sum 0.02172974683344364 0.028732756
dp_p90 0.013090361841022968 0.014416993
dp_p75 0.004509048070758581 0.007973329
dp_p50 0.02604338526725769 0.15842855
dp_mean 0.03603368252515793 0.33135235
dp_p25 0.01949693262577057 0.04387101
dp_p10 0.007132095284759998 0.009128769
dp_std 0.0071329474449157715 0.011151895
dp_num 0.004055807366967201 0.006837836
dp_sum 0.036066874861717224 0.063421145
cur_p90 0.014828415587544441 0.016780172
cur_p75 0.009944337420165539 0.012958638
cur_p50 0.016702305525541306 0.023385065
cur_mean 0.008339562453329563 0.023633186
cur_p25 0.03308150917291641 0.062025532
cur_p10 0.01800297386944294 0.017791511
cur_std 0.01678214780986309 0.014038625
cur_num 0.0064543685875833035 0.009416347
cur_sum 0.005794226191937923 0.008360334
